Gene	iKOX-5_plus_ATc1											
TGGT1_216250	187											
TGGT1_216260	312											
TGGT1_216270	121											
TGGT1_216275	28											
TGGT1_216280	10											
TGGT1_216285	27											
TGGT1_216290A	121											
TGGT1_216290B	176											
TGGT1_216335	6059											
TGGT1_216370	271											
TGGT1_216375	33											
TGGT1_216380	644											
TGGT1_216390	569											
TGGT1_216400	1											
TGGT1_216410	403											
TGGT1_216415	3											
TGGT1_216420	12											
TGGT1_216430	2044											
TGGT1_216435	479											
TGGT1_216440	342											
TGGT1_216450	293											
TGGT1_216460	217											
TGGT1_216470	194											
TGGT1_216480	311											
TGGT1_216490	203											
TGGT1_216500	621											
TGGT1_216510	398											
TGGT1_216530	80											
TGGT1_216540	79											
TGGT1_216560	200											
TGGT1_216580	204											
TGGT1_216585	1											
TGGT1_216590	737											
TGGT1_216600	360											
TGGT1_216610	616											
TGGT1_216620	1106											
TGGT1_216630	218											
TGGT1_216640	62											
TGGT1_216650	1206											
TGGT1_216660	60											
TGGT1_216670	756											
TGGT1_216680	290											
TGGT1_216700	53											
TGGT1_216710	48											
TGGT1_216720	1841											
TGGT1_216730	601											
TGGT1_216740A	77											
TGGT1_216740B	0											
TGGT1_216750	360											
TGGT1_216760	253											
TGGT1_216770	834											
TGGT1_216780	467											
TGGT1_216785	163											
TGGT1_216790	376											
TGGT1_216800	235											
TGGT1_216810	712											
TGGT1_216820	1206											
TGGT1_216830	49											
TGGT1_216840	85											
TGGT1_216850	81											
TGGT1_216860	7080											
TGGT1_216870	424											
TGGT1_216875	3											
TGGT1_216880	12452											
TGGT1_216890	537											
TGGT1_216900	550											
TGGT1_216910	424											
TGGT1_216920	310											
TGGT1_216930	629											
TGGT1_216940	5											
TGGT1_216950	177											
TGGT1_216960	239											
TGGT1_216965	2											
TGGT1_216970	691											
TGGT1_216980	255											
TGGT1_216990	31											
TGGT1_217000	475											
TGGT1_217010	275											
TGGT1_217020	1814											
TGGT1_217030	112											
TGGT1_217040	2											
TGGT1_217050	605											
TGGT1_217160	161											
TGGT1_217170	10											
TGGT1_217178	17											
TGGT1_217182	1536											
TGGT1_217220	582											
TGGT1_217340	166											
TGGT1_217350	114											
TGGT1_217360	226											
TGGT1_217370	0											
TGGT1_217380	0											
TGGT1_217390	1											
TGGT1_217400	74											
TGGT1_217410	4											
TGGT1_217420	5											
TGGT1_217430	220											
TGGT1_217440	238											
TGGT1_217450	233											
TGGT1_217460	995											
TGGT1_217470	176											
TGGT1_217480	999											
TGGT1_217490	4											
TGGT1_217500	535											
TGGT1_217510	3087											
TGGT1_217520	883											
TGGT1_217530	1489											
TGGT1_217540	687											
TGGT1_217550	605											
TGGT1_217555	696											
TGGT1_217560	260											
TGGT1_217570	9865											
TGGT1_217580	221											
TGGT1_217590	139											
TGGT1_217600	756											
TGGT1_217610	458											
TGGT1_217620	45											
TGGT1_217630	8											
TGGT1_217640	366											
TGGT1_217650	0											
TGGT1_217660	294											
TGGT1_217665	82											
TGGT1_217670	124											
TGGT1_217680	4389											
TGGT1_217688	65											
TGGT1_217692	109											
TGGT1_217700	100											
TGGT1_217710	0											
TGGT1_217720	150											
TGGT1_217722	2											
TGGT1_217724	29											
TGGT1_217726	38											
TGGT1_217728	16											
TGGT1_217730	107											
TGGT1_217740	223											
TGGT1_217750	84											
TGGT1_217760	569											
TGGT1_217770	544											
TGGT1_217780	242											
TGGT1_217790	551											
TGGT1_217800	10											
TGGT1_217810	2											
TGGT1_217820	518											
TGGT1_217830	564											
TGGT1_217850	94											
TGGT1_217855	1											
TGGT1_217860	63											
TGGT1_217870	323											
TGGT1_217875	345											
TGGT1_217880	163											
TGGT1_217890	2310											
TGGT1_217900	66											
TGGT1_217910	965											
TGGT1_217915	114											
TGGT1_217920	28											
TGGT1_217930	124											
TGGT1_217940	26											
TGGT1_217951	6											
TGGT1_217961	150											
TGGT1_218000	468											
TGGT1_218070	507											
TGGT1_218192	49											
TGGT1_218195	227											
TGGT1_218200	547											
TGGT1_218210	41											
TGGT1_218215	0											
TGGT1_218220	922											
TGGT1_218230	232											
TGGT1_218240	895											
TGGT1_218250	683											
TGGT1_218260	1605											
TGGT1_218270	245											
TGGT1_218280	775											
TGGT1_218290	1											
TGGT1_218300	1297											
TGGT1_218310	2121											
TGGT1_218340	39											
TGGT1_218350	0											
TGGT1_218358	335											
TGGT1_218362	184											
TGGT1_218370	299											
TGGT1_218390	595											
TGGT1_218400	544											
TGGT1_218410	6085											
TGGT1_218420	625											
TGGT1_218450	1											
TGGT1_218460	0											
TGGT1_218470	2											
TGGT1_218490	560											
TGGT1_218500	54											
TGGT1_218510	35											
TGGT1_218520	21983											
TGGT1_218530	514											
TGGT1_218540	377											
TGGT1_218550	1563											
TGGT1_218560	1479											
TGGT1_218570	319											
TGGT1_218580	277											
TGGT1_218590	497											
TGGT1_218600	218											
TGGT1_218610	217											
TGGT1_218720	1009											
TGGT1_218730	136											
TGGT1_218740	205											
TGGT1_218750	12											
TGGT1_218760	133											
TGGT1_218770	94											
TGGT1_218780	2398											
TGGT1_218790	163											
TGGT1_218800	108											
TGGT1_218810	85											
TGGT1_218820	1067											
TGGT1_218830	332											
TGGT1_218840	399											
TGGT1_218850	429											
TGGT1_218860	4											
TGGT1_218870	141											
TGGT1_218880	427											
TGGT1_218890	15											
TGGT1_218900	0											
TGGT1_218910	368											
TGGT1_218920	476											
TGGT1_218930	6											
TGGT1_218940	655											
TGGT1_218950	268											
TGGT1_218955	130											
TGGT1_218960	3193											
TGGT1_219070	1492											
TGGT1_219080	165											
TGGT1_219100	194											
TGGT1_219110	12											
TGGT1_219120	3352											
TGGT1_219125	89											
TGGT1_219130	517											
TGGT1_219140	1745											
TGGT1_219150	815											
TGGT1_219160	0											
TGGT1_219170	335											
TGGT1_219175	154											
TGGT1_219180	158											
TGGT1_219190	404											
TGGT1_219200	640											
TGGT1_219210	107											
TGGT1_219218	10											
TGGT1_219222	0											
TGGT1_219230	1703											
TGGT1_219240	810											
TGGT1_219250	866											
TGGT1_219260A	247											
TGGT1_219260B	1333											
TGGT1_219270	2159											
TGGT1_219280	377											
TGGT1_219290	236											
TGGT1_219300	23											
TGGT1_219310	866											
TGGT1_219320	2738											
TGGT1_219348	36											
TGGT1_219370	3											
TGGT1_219430	188											
TGGT1_219440	423											
TGGT1_219450	36											
TGGT1_219460	125											
TGGT1_219470	35											
TGGT1_219485	836											
TGGT1_219500	270											
TGGT1_219510	132											
TGGT1_219520	639											
TGGT1_219530	41											
TGGT1_219540	2761											
TGGT1_219550	866											
TGGT1_219570	5											
TGGT1_219590	562											
TGGT1_219600	430											
TGGT1_219610	12											
TGGT1_219620	173											
TGGT1_219630	442											
TGGT1_219640	636											
TGGT1_219650	514											
TGGT1_219660	18											
TGGT1_219670	0											
TGGT1_219678	229											
TGGT1_219682	310											
TGGT1_219690	2411											
TGGT1_219700	816											
TGGT1_219710	796											
TGGT1_219720	147											
TGGT1_219730	1290											
TGGT1_219738	429											
TGGT1_219742	3											
TGGT1_219750	1815											
TGGT1_219760	93											
TGGT1_219770	275											
TGGT1_219780	0											
TGGT1_219790A	38											
TGGT1_219790B	211											
TGGT1_219800	924											
TGGT1_219810	1030											
TGGT1_219820	279											
TGGT1_219828	5											
TGGT1_219832	792											
TGGT1_219840	1											
TGGT1_219850	1491											
TGGT1_219860	839											
TGGT1_220025	1											
TGGT1_220060	4											
TGGT1_220060A	15											
TGGT1_220060B	0											
TGGT1_220070	1											
TGGT1_220080	9											
TGGT1_220090	115											
TGGT1_220100	458											
TGGT1_220110	325											
TGGT1_220120	64											
TGGT1_220125	11											
TGGT1_220128	8											
TGGT1_220132	71											
TGGT1_220140	34											
TGGT1_220145	0											
TGGT1_220150	81											
TGGT1_220160	178											
TGGT1_220170	170											
TGGT1_220175	120											
TGGT1_220180	9											
TGGT1_220190	58											
TGGT1_220200	246											
TGGT1_220208	238											
TGGT1_220212	69											
TGGT1_220230A	292											
TGGT1_220230B	122											
TGGT1_220240	2549											
TGGT1_220250	257											
TGGT1_220260	92											
TGGT1_220270	840											
TGGT1_220280	9											
TGGT1_220290	369											
TGGT1_220300	406											
TGGT1_220310	6											
TGGT1_220320	66											
TGGT1_220330	38											
TGGT1_220340	11											
TGGT1_220350	650											
TGGT1_220360	345											
TGGT1_220370	327											
TGGT1_220380	702											
TGGT1_220390	665											
TGGT1_220400	8088											
TGGT1_220420	12											
TGGT1_220430	167											
TGGT1_220440	110											
TGGT1_220450	134											
TGGT1_220460	29											
TGGT1_220470	730											
TGGT1_220480	154											
TGGT1_220490	27											
TGGT1_220500	519											
TGGT1_220510	787											
TGGT1_220520	2157											
TGGT1_220530	965											
TGGT1_220540	131											
TGGT1_220560	11											
TGGT1_220570	705											
TGGT1_220580	19											
TGGT1_220585	40											
TGGT1_220600	440											
TGGT1_220610	569											
TGGT1_220630	5363											
TGGT1_220640	186											
TGGT1_220650	242											
TGGT1_220720	338											
TGGT1_220730	3											
TGGT1_220840	3											
TGGT1_220850	9											
TGGT1_220860	511											
TGGT1_220870	154											
TGGT1_220880	78											
TGGT1_220890	1228											
TGGT1_220900	1068											
TGGT1_220910	744											
TGGT1_220920	75											
TGGT1_220930	342											
TGGT1_220940	183											
TGGT1_220950	2283											
TGGT1_221160	681											
TGGT1_221170	407											
TGGT1_221180	1509											
TGGT1_221190	66											
TGGT1_221200A	1363											
TGGT1_221200B	761											
TGGT1_221210	6866											
TGGT1_221220	108											
TGGT1_221230	395											
TGGT1_221240	0											
TGGT1_221250	527											
TGGT1_221260	264											
TGGT1_221265	3											
TGGT1_221270	295											
TGGT1_221280	637											
TGGT1_221295	200											
TGGT1_221310	286											
TGGT1_221320	3405											
TGGT1_221330	1742											
TGGT1_221340	87											
TGGT1_221350	84											
TGGT1_221360	239											
TGGT1_221370	137											
TGGT1_221380	2238											
TGGT1_221390	601											
TGGT1_221400	2598											
TGGT1_221410	125											
TGGT1_221415	0											
TGGT1_221420	30											
TGGT1_221430	80											
TGGT1_221440	649											
TGGT1_221450	98											
TGGT1_221455	14											
TGGT1_221460	754											
TGGT1_221470	1709											
TGGT1_221480	403											
TGGT1_221490	147											
TGGT1_221500	440											
TGGT1_221510	325											
TGGT1_221522	650											
TGGT1_221530	187											
TGGT1_221540	362											
TGGT1_221550	9											
TGGT1_221560	0											
TGGT1_221570	120											
TGGT1_221580	1842											
TGGT1_221585	5											
TGGT1_221590	1951											
TGGT1_221600	248											
TGGT1_221610	401											
TGGT1_221620	1960											
TGGT1_221630	389											
TGGT1_221640	308											
TGGT1_221660	1105											
TGGT1_221665	0											
TGGT1_221670	1839											
TGGT1_221675A	153											
TGGT1_221675B	1513											
TGGT1_221685	23											
TGGT1_221690	103											
TGGT1_221700	208											
TGGT1_221710	585											
TGGT1_221720	789											
TGGT1_221818	72											
TGGT1_221830	173											
TGGT1_221840	46											
TGGT1_221850	41											
TGGT1_221865	10											
TGGT1_221870	990											
TGGT1_221880	191											
TGGT1_221890	84											
TGGT1_221895	9											
TGGT1_221900	103											
TGGT1_221905	749											
TGGT1_221910	704											
TGGT1_221922	232											
TGGT1_221930	0											
TGGT1_221940	396											
TGGT1_221950	697											
TGGT1_221970	133											
TGGT1_221980	149											
TGGT1_221990	124											
TGGT1_222000	392											
TGGT1_222010	381											
TGGT1_222020	271											
TGGT1_222030	223											
TGGT1_222040	150											
TGGT1_222050	1774											
TGGT1_222060	472											
TGGT1_222070	94											
TGGT1_222075	0											
TGGT1_222080	14											
TGGT1_222090	87											
TGGT1_222100	133											
TGGT1_222110	564											
TGGT1_222120	315											
TGGT1_222130	82											
TGGT1_222140	236											
TGGT1_222150	161											
TGGT1_222155	9											
TGGT1_222160	825											
TGGT1_222170	2103											
TGGT1_222180	55											
TGGT1_222188	1											
TGGT1_222192	171											
TGGT1_222200	139											
TGGT1_222210	217											
TGGT1_222220	2580											
TGGT1_222230	426											
TGGT1_222240	686											
TGGT1_222245	164											
TGGT1_222250	136											
TGGT1_222260	1											
TGGT1_222270	196											
TGGT1_222280	102											
TGGT1_222290	54											
TGGT1_222300	320											
TGGT1_222305	0											
TGGT1_222310	187											
TGGT1_222330	84											
TGGT1_222340	55											
TGGT1_222350	306											
TGGT1_222360	276											
TGGT1_222370	532											
TGGT1_222380	648											
TGGT1_222385	4											
TGGT1_222390	86											
TGGT1_222400	275											
TGGT1_222410	437											
TGGT1_222420	32											
TGGT1_222430	217											
TGGT1_222440	122											
TGGT1_222660	987											
TGGT1_222700	4											
TGGT1_222710	460											
TGGT1_222800	514											
TGGT1_222840	2148											
TGGT1_222850	192											
TGGT1_222860	2456											
TGGT1_222870	159											
TGGT1_222880	178											
TGGT1_222900	1793											
TGGT1_222910	257											
TGGT1_222920	111											
TGGT1_222930	178											
TGGT1_222935	1											
TGGT1_222940	23											
TGGT1_222948	752											
TGGT1_222952	533											
TGGT1_222960	215											
TGGT1_222970	247											
TGGT1_222975	1											
TGGT1_222980	10											
TGGT1_222990	369											
TGGT1_223000	379											
TGGT1_223010	227											
TGGT1_223020	318											
TGGT1_223025	3											
TGGT1_223030	0											
TGGT1_223040	1167											
TGGT1_223045	5											
TGGT1_223050	6450											
TGGT1_223060	2386											
TGGT1_223070	868											
TGGT1_223080	4977											
TGGT1_223095	64											
TGGT1_223110	982											
TGGT1_223120	2											
TGGT1_223125	275											
TGGT1_223130	134											
TGGT1_223140	676											
TGGT1_223150	451											
TGGT1_223258	90											
TGGT1_223262	241											
TGGT1_223270	279											
TGGT1_223390	1298											
TGGT1_223400	1											
TGGT1_223410	1110											
TGGT1_223420	171											
TGGT1_223430	26											
TGGT1_223440	451											
TGGT1_223450A	325											
TGGT1_223450B	1238											
TGGT1_223480	221											
TGGT1_223485	170											
TGGT1_223490	331											
TGGT1_223500	170											
TGGT1_223510	248											
TGGT1_223520	4											
TGGT1_223530	195											
TGGT1_223540	596											
TGGT1_223550	150											
TGGT1_223560	40											
TGGT1_223570	398											
TGGT1_223580	146											
TGGT1_223590	732											
TGGT1_223600	165											
TGGT1_223610	362											
TGGT1_223620	57											
TGGT1_223630	137											
TGGT1_223640	407											
TGGT1_223650	16											
TGGT1_223660	600											
TGGT1_223668	141											
TGGT1_223672	206											
TGGT1_223680	667											
TGGT1_223685	208											
TGGT1_223690	626											
TGGT1_223700	8											
TGGT1_223710	298											
TGGT1_223725	798											
TGGT1_223750	532											
TGGT1_223760	480											
TGGT1_223770	0											
TGGT1_223780	208											
TGGT1_223790	359											
TGGT1_223800	111											
TGGT1_223810	418											
TGGT1_223830	29											
TGGT1_223840	859											
TGGT1_223845	114											
TGGT1_223855	1186											
TGGT1_223870	31											
TGGT1_223880	1755											
TGGT1_223900	56											
TGGT1_223910	306											
TGGT1_223915	0											
TGGT1_223920	3126											
TGGT1_223930	849											
TGGT1_223940	1047											
TGGT1_223950	79											
TGGT1_223960	183											
TGGT1_223970	135											
TGGT1_223985	989											
TGGT1_224000	460											
TGGT1_224010	1											
TGGT1_224020	119											
TGGT1_224030	503											
TGGT1_224040	11											
TGGT1_224050	335											
TGGT1_224060	382											
TGGT1_224070	193											
TGGT1_224080	33											
TGGT1_224090	206											
TGGT1_224100	9											
TGGT1_224110	598											
TGGT1_224130	2861											
TGGT1_224140	60											
TGGT1_224150	38											
TGGT1_224160	106											
TGGT1_224170	18											
TGGT1_224180	86											
TGGT1_224190	388											
TGGT1_224200	127											
TGGT1_224205	319											
TGGT1_224210	488											
TGGT1_224220	137											
TGGT1_224230	73											
TGGT1_224235	434											
TGGT1_224240	439											
TGGT1_224260	2353											
TGGT1_224270	684											
TGGT1_224275	3											
TGGT1_224280	299											
TGGT1_224290	523											
TGGT1_224310	250											
TGGT1_224320	79											
TGGT1_224330	323											
TGGT1_224340	174											
TGGT1_224350A	1235											
TGGT1_224350B	254											
TGGT1_224460	7874											
TGGT1_224470	790											
TGGT1_224480	500											
TGGT1_224490	136											
TGGT1_224510	402											
TGGT1_224520	693											
TGGT1_224530	808											
TGGT1_224540	36											
TGGT1_224540A	255											
TGGT1_224540B	213											
TGGT1_224560	4											
TGGT1_224570	428											
TGGT1_224575	13											
TGGT1_224580	316											
TGGT1_224590	224											
TGGT1_224600	146											
TGGT1_224610	315											
TGGT1_224620	153											
TGGT1_224630	262											
TGGT1_224650	315											
TGGT1_224660	421											
TGGT1_224670	614											
TGGT1_224675	0											
TGGT1_224680	30											
TGGT1_224700	656											
TGGT1_224710	70											
TGGT1_224720	259											
TGGT1_224730	136											
TGGT1_224740	481											
TGGT1_224750	2											
TGGT1_224760	76											
TGGT1_224790	0											
TGGT1_224800	48											
TGGT1_224810	117											
TGGT1_224820	286											
TGGT1_224830	241											
TGGT1_224840	192											
TGGT1_224845	8											
TGGT1_224850	1512											
TGGT1_224860	106											
TGGT1_224870	711											
TGGT1_224880	332											
TGGT1_224890	698											
TGGT1_224900	611											
TGGT1_224905	0											
TGGT1_224910	111											
TGGT1_224920	237											
TGGT1_224928	270											
TGGT1_224932	4											
TGGT1_224935	485											
TGGT1_224940	237											
TGGT1_224950	665											
TGGT1_224960	136											
TGGT1_224970	647											
TGGT1_224980	584											
TGGT1_224990	265											
TGGT1_225000	399											
TGGT1_225005	0											
TGGT1_225010	562											
TGGT1_225020	269											
TGGT1_225028	18											
TGGT1_225032	1											
TGGT1_225050	1872											
TGGT1_225060	327											
TGGT1_225070	5											
TGGT1_225080	9268											
TGGT1_225090	600											
TGGT1_225098	55											
TGGT1_225102	14											
TGGT1_225105	267											
TGGT1_225108	306											
TGGT1_225110	363											
TGGT1_225120	2606											
TGGT1_225125	797											
TGGT1_225130	197											
TGGT1_225140	1											
TGGT1_225150	1552											
TGGT1_225160	1758											
TGGT1_225170	122											
TGGT1_225190	325											
TGGT1_225200	1879											
TGGT1_225210	57											
TGGT1_225220	651											
TGGT1_225230	392											
TGGT1_225240	310											
TGGT1_225250	105											
TGGT1_225260	587											
TGGT1_225270	413											
TGGT1_225280	5											
TGGT1_225290	208											
TGGT1_225300	359											
TGGT1_225310	478											
TGGT1_225315	6											
TGGT1_225320	140											
TGGT1_225330	738											
TGGT1_225340	835											
TGGT1_225350	195											
TGGT1_225360	88											
TGGT1_225370	10											
TGGT1_225380	80											
TGGT1_225400	3											
TGGT1_225410	44											
TGGT1_225413	1											
TGGT1_225420	103											
TGGT1_225430	82											
TGGT1_225435	38											
TGGT1_225440	159											
TGGT1_225450	208											
TGGT1_225460	5											
TGGT1_225470	154											
TGGT1_225480	182											
TGGT1_225490	1281											
TGGT1_225500	195											
TGGT1_225510	523											
TGGT1_225530	270											
TGGT1_225540	2164											
TGGT1_225550	396											
TGGT1_225555	1501											
TGGT1_225560	5344											
TGGT1_225570	5											
TGGT1_225580	195											
TGGT1_225590	7											
TGGT1_225680	529											
TGGT1_225690	1441											
TGGT1_225710	88											
TGGT1_225720	64											
TGGT1_225730	382											
TGGT1_225745	573											
TGGT1_225770	807											
TGGT1_225780	197											
TGGT1_225790	283											
TGGT1_225800	248											
TGGT1_225810	372											
TGGT1_225820	172											
TGGT1_225830	1132											
TGGT1_225840	131											
TGGT1_225850	1125											
TGGT1_225860	173											
TGGT1_225870	754											
TGGT1_225880	254											
TGGT1_225890	530											
TGGT1_225900	509											
TGGT1_225910	201											
TGGT1_225920	542											
TGGT1_225930	1221											
TGGT1_225940	590											
TGGT1_225950	2											
TGGT1_225953	4											
TGGT1_225955	0											
TGGT1_225960	557											
TGGT1_225970	35											
TGGT1_225980	304											
TGGT1_225990	124											
TGGT1_226000	259											
TGGT1_226010	113											
TGGT1_226020	2891											
TGGT1_226030	734											
TGGT1_226040	137											
TGGT1_226050	277											
TGGT1_226060	904											
TGGT1_226068	1030											
TGGT1_226072	1031											
TGGT1_226080A	104											
TGGT1_226080B	38											
TGGT1_226090	113											
TGGT1_226100	252											
TGGT1_226110	0											
TGGT1_226220	277											
TGGT1_226230	2											
TGGT1_226240	180											
TGGT1_226245	3											
TGGT1_226250	990											
TGGT1_226260	413											
TGGT1_226270	92											
TGGT1_226280	143											
TGGT1_226290	262											
TGGT1_226300	3											
TGGT1_226310	6											
TGGT1_226320	111											
TGGT1_226330	63											
TGGT1_226340	596											
TGGT1_226350	125											
TGGT1_226370	239											
TGGT1_226380	1440											
TGGT1_226385	0											
TGGT1_226390	217											
TGGT1_226400	334											
TGGT1_226410	4997											
TGGT1_226420	1403											
TGGT1_226430	618											
TGGT1_226440	557											
TGGT1_226450	4											
TGGT1_226460	65											
TGGT1_226470	1771											
TGGT1_226480	160											
TGGT1_226490	0											
TGGT1_226500	424											
TGGT1_226510	463											
TGGT1_226515	3											
TGGT1_226520	401											
TGGT1_226532	26											
TGGT1_226540	322											
TGGT1_226550	374											
TGGT1_226560	322											
TGGT1_226565	24											
TGGT1_226570	3687											
TGGT1_226580	1206											
TGGT1_226590	2253											
TGGT1_226600	175											
TGGT1_226610	9											
TGGT1_226620	417											
TGGT1_226640	167											
TGGT1_226650	58											
TGGT1_226660	569											
TGGT1_226670	56											
TGGT1_226680	322											
TGGT1_226690	135											
TGGT1_226700	64											
TGGT1_226705	59											
TGGT1_226710	661											
TGGT1_226720	231											
TGGT1_226730	1155											
TGGT1_226740	527											
TGGT1_226755	62											
TGGT1_226780	143											
TGGT1_226790	187											
TGGT1_226800	195											
TGGT1_226810	897											
TGGT1_226820	0											
TGGT1_226825	43											
TGGT1_226830	1551											
TGGT1_226840	332											
TGGT1_226850	320											
TGGT1_226860	1398											
TGGT1_226870A	469											
TGGT1_226870B	164											
TGGT1_226880	1											
TGGT1_226890	153											
TGGT1_226900	253											
TGGT1_226910	424											
TGGT1_226920A	122											
TGGT1_226920B	697											
TGGT1_226925	8											
TGGT1_226930	1											
TGGT1_226940	174											
TGGT1_226950	786											
TGGT1_226960	2768											
TGGT1_226970	9148											
TGGT1_226980	608											
TGGT1_226985	53											
TGGT1_226990	194											
TGGT1_227000	615											
TGGT1_227010	87											
TGGT1_227015	34											
TGGT1_227020	421											
TGGT1_227030	436											
TGGT1_227040	11											
TGGT1_227050	187											
TGGT1_227060	360											
TGGT1_227070	0											
TGGT1_227080	67											
TGGT1_227090	9											
TGGT1_227100	7											
TGGT1_227115	104											
TGGT1_227130	2											
TGGT1_227140	109											
TGGT1_227150	597											
TGGT1_227260	133											
TGGT1_227270	207											
TGGT1_227275	146											
TGGT1_227280	60436											
TGGT1_227290	779											
TGGT1_227300	172											
TGGT1_227310	15											
TGGT1_227320	172											
TGGT1_227330	598											
TGGT1_227335	518											
TGGT1_227350	591											
TGGT1_227360	9886											
TGGT1_227370	48											
TGGT1_227380	3883											
TGGT1_227390	139											
TGGT1_227400	66											
TGGT1_227410	86											
TGGT1_227420	258											
TGGT1_227430	176											
TGGT1_227440	298											
TGGT1_227450	1320											
TGGT1_227560	532											
TGGT1_227570	786											
TGGT1_227580	438											
TGGT1_227590	5											
TGGT1_227600	5688											
TGGT1_227610	931											
TGGT1_227615	176											
TGGT1_227620	48859											
TGGT1_227630	214											
TGGT1_227640	85											
TGGT1_227650	242											
TGGT1_227660	82											
TGGT1_227780	870											
TGGT1_227790	177											
TGGT1_227800	403											
TGGT1_227810	1037											
TGGT1_227820	256											
TGGT1_227830	165											
TGGT1_227840	877											
TGGT1_227850	132											
TGGT1_227860	90											
TGGT1_227870	155											
TGGT1_227875	7											
TGGT1_227880	8											
TGGT1_227890	27											
TGGT1_227900	244											
TGGT1_227910	366											
TGGT1_227920	143											
TGGT1_227930	849											
TGGT1_227940	77											
TGGT1_227948	1512											
TGGT1_227952	162											
TGGT1_227960	490											
TGGT1_227970	893											
TGGT1_227980	79											
TGGT1_227990	97											
TGGT1_227995	13											
TGGT1_228000	276											
TGGT1_228010	108											
TGGT1_228030	72											
TGGT1_228040	161											
TGGT1_228050	3											
TGGT1_228060	227											
TGGT1_228065	45											
TGGT1_228070	665											
TGGT1_228080	786											
TGGT1_228100	692											
TGGT1_228110	394											
TGGT1_228120	1467											
TGGT1_228130	657											
TGGT1_228140	265											
TGGT1_228145	41											
TGGT1_228150	953											
TGGT1_228160	7											
TGGT1_228170	6605											
TGGT1_228175	15											
TGGT1_228180	403											
TGGT1_228190	481											
TGGT1_228200	263											
TGGT1_228210	531											
TGGT1_228220	7											
TGGT1_228230	971											
TGGT1_228240	20											
TGGT1_228250	690											
TGGT1_228270	45											
TGGT1_228280	47											
TGGT1_228290	512											
TGGT1_228300	129											
TGGT1_228310	2											
TGGT1_228320	118											
TGGT1_228330	438											
TGGT1_228340	132											
TGGT1_228350	242											
TGGT1_228360	696											
TGGT1_228370	141											
TGGT1_228380	308											
TGGT1_228390	663											
TGGT1_228395	229											
TGGT1_228400	701											
TGGT1_228410	1											
TGGT1_228420	0											
TGGT1_228430	1											
TGGT1_228440	0											
TGGT1_228460	541											
TGGT1_228470	7538											
TGGT1_228490	266											
TGGT1_228500	3											
TGGT1_228510	1											
TGGT1_228620	1											
TGGT1_228630	298											
TGGT1_228640	5											
TGGT1_228660	1137											
TGGT1_228670	457											
TGGT1_228680	10											
TGGT1_228690	1111											
TGGT1_228710	62											
TGGT1_228720	92											
TGGT1_228730	472											
TGGT1_228750	1020											
TGGT1_228760	1428											
TGGT1_228770	498											
TGGT1_228780	324											
TGGT1_228990	115											
TGGT1_229000	2015											
TGGT1_229005	14											
TGGT1_229010	1949											
TGGT1_229020	663											
TGGT1_229030	146											
TGGT1_229140	792											
TGGT1_229150	29											
TGGT1_229160	210											
TGGT1_229170	32											
TGGT1_229180	555											
TGGT1_229190	10											
TGGT1_229200	68											
TGGT1_229210	189											
TGGT1_229220	134											
TGGT1_229230	0											
TGGT1_229240	0											
TGGT1_229250A	6308											
TGGT1_229250B	1182											
TGGT1_229260	192											
TGGT1_229270	0											
TGGT1_229280	181											
TGGT1_229290	157											
TGGT1_229300	20											
TGGT1_229310	318											
TGGT1_229320	4											
TGGT1_229330	0											
TGGT1_229340	249											
TGGT1_229350	158											
TGGT1_229360	770											
TGGT1_229370	281											
TGGT1_229380	451											
TGGT1_229390	438											
TGGT1_229405	96											
TGGT1_229420	201											
TGGT1_229440	568											
TGGT1_229450	230											
TGGT1_229460	820											
TGGT1_229470	378											
TGGT1_229480	2666											
TGGT1_229490	674											
TGGT1_229500	75											
TGGT1_229620	239											
TGGT1_229630	1742											
TGGT1_229640	437											
TGGT1_229650	366											
TGGT1_229660	6											
TGGT1_229670	10220											
TGGT1_229680	113											
TGGT1_229690	389											
TGGT1_229700	91											
TGGT1_229710	434											
TGGT1_229720	141											
TGGT1_229730	5											
TGGT1_229740	197											
TGGT1_229750	444											
TGGT1_229760	73											
TGGT1_229770	246											
TGGT1_229780	230											
TGGT1_229790	357											
TGGT1_229800	52											
TGGT1_229900	216											
TGGT1_229910	1											
TGGT1_229915	4											
TGGT1_229920	940											
TGGT1_229930	2254											
TGGT1_229940	319											
TGGT1_229950	590											
TGGT1_229990	1143											
TGGT1_230000	259											
TGGT1_230010	469											
TGGT1_230020	0											
TGGT1_230030	98											
TGGT1_230040	84											
TGGT1_230050	183											
TGGT1_230060	134											
TGGT1_230070	53											
TGGT1_230080	239											
TGGT1_230100	125											
TGGT1_230110	148											
TGGT1_230118	94											
TGGT1_230130	19											
TGGT1_230135	0											
TGGT1_230140	153											
TGGT1_230150	1125											
TGGT1_230160	10774											
TGGT1_230170	2735											
TGGT1_230180	5735											
TGGT1_230190	396											
TGGT1_230200	7											
TGGT1_230205	80											
TGGT1_230210	3087											
TGGT1_230220	432											
TGGT1_230230	140											
TGGT1_230340	425											
TGGT1_230350	622											
TGGT1_230380	2117											
TGGT1_230400	864											
TGGT1_230410	862											
TGGT1_230420	1255											
TGGT1_230430	113											
TGGT1_230440	482											
TGGT1_230450	607											
TGGT1_230460	87											
TGGT1_230470	8											
TGGT1_230480	426											
TGGT1_230490	441											
